===2023-06-14 08:38:14===
===Setting===
    dataset: fairface
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: -1
    quantile: 0
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix: False
    mix2: False
    mix3: False
    mix4: False
data_number=[296,888,201,604,137,411,64,192,63,189,43,129,29,87,]
client_nums=[2,2,2,2,2,2,2,]
len_dataset=[3952,2688,1828,856,846,575,391,]
domain number = -1
============ Train epoch 0 ============
 Site-White_utk                     | Train Loss: 2.1947 | Train Acc: 0.1318
 Site-East_Asian                    | Train Loss: 1.9203 | Train Acc: 0.3874
 Site-Indian_utk                    | Train Loss: 1.9859 | Train Acc: 0.3650
 Site-Indian_utk                    | Train Loss: 1.9654 | Train Acc: 0.3966
 Site-Black_utk                     | Train Loss: 1.9928 | Train Acc: 0.3906
 Site-Black_utk                     | Train Loss: 2.0052 | Train Acc: 0.3854
 Site-Others_utk                    | Train Loss: 1.9455 | Train Acc: 0.4762
 Site-Others_utk                    | Train Loss: 1.9037 | Train Acc: 0.5291
 Site-Southeast_Asian               | Train Loss: 1.9932 | Train Acc: 0.3256
 Site-Southeast_Asian               | Train Loss: 2.0444 | Train Acc: 0.3101
 Site-Middle_Eastern_gan            | Train Loss: 1.6641 | Train Acc: 0.9655
 Site-Middle_Eastern_gan            | Train Loss: 1.8775 | Train Acc: 0.5402
Average Train Accuracy: 0.4225
 Site-White_utk                     | Val  Loss: 2.0890 | Val  Acc: 0.2081
 Site-White_utk                     | Val  Loss: 2.0777 | Val  Acc: 0.2111
 Site-East_Asian                    | Val  Loss: 1.9069 | Val  Acc: 0.3731
 Site-East_Asian                    | Val  Loss: 1.9099 | Val  Acc: 0.3905
 Site-Indian_utk                    | Val  Loss: 1.9472 | Val  Acc: 0.4396
 Site-Indian_utk                    | Val  Loss: 1.9625 | Val  Acc: 0.4103
 Site-Black_utk                     | Val  Loss: 2.0084 | Val  Acc: 0.3333
 Site-Black_utk                     | Val  Loss: 2.0065 | Val  Acc: 0.3984
 Site-Others_utk                    | Val  Loss: 1.9126 | Val  Acc: 0.5714
 Site-Others_utk                    | Val  Loss: 1.9067 | Val  Acc: 0.5238
 Site-Southeast_Asian               | Val  Loss: 2.0314 | Val  Acc: 0.3214
 Site-Southeast_Asian               | Val  Loss: 2.0454 | Val  Acc: 0.3023
 Site-Middle_Eastern_gan            | Val  Loss: 1.9045 | Val  Acc: 0.6316
 Site-Middle_Eastern_gan            | Val  Loss: 1.9073 | Val  Acc: 0.5690
Average Valid Accuracy: 0.4060
 Best site-White_utk                 | Epoch:8 | Val Acc: 0.2081
 Best site-White_utk                 | Epoch:8 | Val Acc: 0.2111
 Best site-East_Asian                | Epoch:8 | Val Acc: 0.3731
 Best site-East_Asian                | Epoch:8 | Val Acc: 0.3905
 Best site-Indian_utk                | Epoch:8 | Val Acc: 0.4396
 Best site-Indian_utk                | Epoch:8 | Val Acc: 0.4103
 Best site-Black_utk                 | Epoch:8 | Val Acc: 0.3333
 Best site-Black_utk                 | Epoch:8 | Val Acc: 0.3984
 Best site-Others_utk                | Epoch:8 | Val Acc: 0.5714
 Best site-Others_utk                | Epoch:8 | Val Acc: 0.5238
 Best site-Southeast_Asian           | Epoch:8 | Val Acc: 0.3214
 Best site-Southeast_Asian           | Epoch:8 | Val Acc: 0.3023
 Best site-Middle_Eastern_gan        | Epoch:8 | Val Acc: 0.6316
 Best site-Middle_Eastern_gan        | Epoch:8 | Val Acc: 0.5690
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_even-mix5_1.0_1_random_dis_cluster_-1/fedavg...
============ Train epoch 9 ============
 Site-White_utk                     | Train Loss: 2.0733 | Train Acc: 0.2196
 Site-White_utk                     | Train Loss: 2.0689 | Train Acc: 0.2016
 Site-East_Asian                    | Train Loss: 1.8793 | Train Acc: 0.3980
 Site-East_Asian                    | Train Loss: 1.8964 | Train Acc: 0.3891
 Site-Indian_utk                    | Train Loss: 1.9465 | Train Acc: 0.3796
 Site-Indian_utk                    | Train Loss: 1.9495 | Train Acc: 0.3893
 Site-Black_utk                     | Train Loss: 1.9788 | Train Acc: 0.3281
 Site-Black_utk                     | Train Loss: 1.9863 | Train Acc: 0.3646
 Site-Others_utk                    | Train Loss: 1.9349 | Train Acc: 0.4603
 Site-Others_utk                    | Train Loss: 1.8744 | Train Acc: 0.5185
 Site-Southeast_Asian               | Train Loss: 1.9737 | Train Acc: 0.3023
 Site-Southeast_Asian               | Train Loss: 1.9801 | Train Acc: 0.3256
 Site-Middle_Eastern_gan            | Train Loss: 1.6169 | Train Acc: 0.9655
 Site-Middle_Eastern_gan            | Train Loss: 1.8508 | Train Acc: 0.5287
Average Train Accuracy: 0.4122
 Site-White_utk                     | Val  Loss: 2.0830 | Val  Acc: 0.2030
 Site-White_utk                     | Val  Loss: 2.0661 | Val  Acc: 0.2010
 Site-East_Asian                    | Val  Loss: 1.8770 | Val  Acc: 0.3731
 Site-East_Asian                    | Val  Loss: 1.8874 | Val  Acc: 0.3856
 Site-Indian_utk                    | Val  Loss: 1.9209 | Val  Acc: 0.4176
 Site-Indian_utk                    | Val  Loss: 1.9474 | Val  Acc: 0.3956
 Site-Black_utk                     | Val  Loss: 2.0108 | Val  Acc: 0.3810
 Site-Black_utk                     | Val  Loss: 2.0029 | Val  Acc: 0.3594
 Site-Others_utk                    | Val  Loss: 1.8829 | Val  Acc: 0.5476
 Site-Others_utk                    | Val  Loss: 1.8740 | Val  Acc: 0.5159
 Site-Southeast_Asian               | Val  Loss: 1.9965 | Val  Acc: 0.3214
 Site-Southeast_Asian               | Val  Loss: 2.0207 | Val  Acc: 0.3140
 Site-Middle_Eastern_gan            | Val  Loss: 1.8847 | Val  Acc: 0.6316
 Site-Middle_Eastern_gan            | Val  Loss: 1.8752 | Val  Acc: 0.5517
Average Valid Accuracy: 0.3999
 Test site-White_utk                 | Epoch:8 | Test Acc: 0.2477
 Test site-East_Asian                | Epoch:8 | Test Acc: 0.4607
 Test site-Indian_utk                | Epoch:8 | Test Acc: 0.4729
 Test site-Black_utk                 | Epoch:8 | Test Acc: 0.3776
 Test site-Others_utk                | Epoch:8 | Test Acc: 0.5275
 Test site-Southeast_Asian           | Epoch:8 | Test Acc: 0.3830
 Test site-Middle_Eastern_gan        | Epoch:8 | Test Acc: 0.5253
White_utk: 0.2477, East_Asian: 0.4607, Indian_utk: 0.4729, Black_utk: 0.3776, Others_utk: 0.5275, Southeast_Asian: 0.3830, Middle_Eastern_gan: 0.5253, 
Average Test Accuracy(group): 0.4278, Average Test Accuracy(individual): 0.4278,
domain CV=0.2155, cluster CV=-1.0000, individual CV=0.2155, 
============ Train epoch 10 ============
 Site-White_utk                     | Train Loss: 2.0531 | Train Acc: 0.2196
 Site-White_utk                     | Train Loss: 2.0581 | Train Acc: 0.2117
 Site-East_Asian                    | Train Loss: 1.8302 | Train Acc: 0.4030
 Site-East_Asian                    | Train Loss: 1.8730 | Train Acc: 0.3924
 Site-Indian_utk                    | Train Loss: 1.9381 | Train Acc: 0.3723
 Site-Indian_utk                    | Train Loss: 1.9194 | Train Acc: 0.4015
 Site-Black_utk                     | Train Loss: 1.9574 | Train Acc: 0.3906
 Site-Black_utk                     | Train Loss: 1.9711 | Train Acc: 0.3802
 Site-Others_utk                    | Train Loss: 1.8994 | Train Acc: 0.5397
 Site-Others_utk                    | Train Loss: 1.8477 | Train Acc: 0.5450
 Site-Southeast_Asian               | Train Loss: 1.9717 | Train Acc: 0.3023
 Site-Southeast_Asian               | Train Loss: 1.9887 | Train Acc: 0.3256
 Site-Middle_Eastern_gan            | Train Loss: 1.5682 | Train Acc: 0.9655
 Site-Middle_Eastern_gan            | Train Loss: 1.8225 | Train Acc: 0.5287
Average Train Accuracy: 0.4270
 Site-White_utk                     | Val  Loss: 2.0682 | Val  Acc: 0.2030
 Site-White_utk                     | Val  Loss: 2.0569 | Val  Acc: 0.2095
 Site-East_Asian                    | Val  Loss: 1.8724 | Val  Acc: 0.3731
 Site-East_Asian                    | Val  Loss: 1.8693 | Val  Acc: 0.3781
 Site-Indian_utk                    | Val  Loss: 1.9093 | Val  Acc: 0.4176
 Site-Indian_utk                    | Val  Loss: 1.9312 | Val  Acc: 0.3956
 Site-Black_utk                     | Val  Loss: 1.9937 | Val  Acc: 0.3810
 Site-Black_utk                     | Val  Loss: 1.9794 | Val  Acc: 0.3750
 Site-Others_utk                    | Val  Loss: 1.8498 | Val  Acc: 0.5238
 Site-Others_utk                    | Val  Loss: 1.8518 | Val  Acc: 0.5159
 Site-Southeast_Asian               | Val  Loss: 1.9969 | Val  Acc: 0.3214
 Site-Southeast_Asian               | Val  Loss: 2.0079 | Val  Acc: 0.3256
 Site-Middle_Eastern_gan            | Val  Loss: 1.8510 | Val  Acc: 0.6316
 Site-Middle_Eastern_gan            | Val  Loss: 1.8464 | Val  Acc: 0.5517
Average Valid Accuracy: 0.4002
============ Train epoch 11 ============
 Site-White_utk                     | Train Loss: 2.0449 | Train Acc: 0.2264
 Site-White_utk                     | Train Loss: 2.0464 | Train Acc: 0.2185
 Site-East_Asian                    | Train Loss: 1.8373 | Train Acc: 0.4080
 Site-East_Asian                    | Train Loss: 1.8661 | Train Acc: 0.3924
 Site-Indian_utk                    | Train Loss: 1.9170 | Train Acc: 0.3796
 Site-Indian_utk                    | Train Loss: 1.9122 | Train Acc: 0.4039
 Site-Black_utk                     | Train Loss: 1.9477 | Train Acc: 0.3906
 Site-Black_utk                     | Train Loss: 1.9526 | Train Acc: 0.3906
 Site-Others_utk                    | Train Loss: 1.8977 | Train Acc: 0.4444
 Site-Others_utk                    | Train Loss: 1.8319 | Train Acc: 0.5397
 Site-Southeast_Asian               | Train Loss: 1.9391 | Train Acc: 0.3256
 Site-Southeast_Asian               | Train Loss: 1.7318 | Train Acc: 0.3178
 Site-Middle_Eastern_gan            | Train Loss: 1.5448 | Train Acc: 0.9655
 Site-Middle_Eastern_gan            | Train Loss: 1.8144 | Train Acc: 0.5287
Average Train Accuracy: 0.4237
 Site-White_utk                     | Val  Loss: 2.0545 | Val  Acc: 0.2183
 Site-White_utk                     | Val  Loss: 2.0433 | Val  Acc: 0.2196
 Site-East_Asian                    | Val  Loss: 1.8498 | Val  Acc: 0.3731
 Site-East_Asian                    | Val  Loss: 1.8517 | Val  Acc: 0.3856
 Site-Indian_utk                    | Val  Loss: 1.8965 | Val  Acc: 0.4066
 Site-Indian_utk                    | Val  Loss: 1.8982 | Val  Acc: 0.3993
 Site-Black_utk                     | Val  Loss: 1.9761 | Val  Acc: 0.3095
 Site-Black_utk                     | Val  Loss: 1.9719 | Val  Acc: 0.3516
 Site-Others_utk                    | Val  Loss: 1.8453 | Val  Acc: 0.5476
 Site-Others_utk                    | Val  Loss: 1.8207 | Val  Acc: 0.5635
 Site-Southeast_Asian               | Val  Loss: 1.9865 | Val  Acc: 0.3214
 Site-Southeast_Asian               | Val  Loss: 1.9845 | Val  Acc: 0.3023
 Site-Middle_Eastern_gan            | Val  Loss: 1.7930 | Val  Acc: 0.6316
 Site-Middle_Eastern_gan            | Val  Loss: 1.8373 | Val  Acc: 0.5517
Average Valid Accuracy: 0.3987
============ Train epoch 12 ============
 Site-White_utk                     | Train Loss: 2.0344 | Train Acc: 0.2128
 Site-White_utk                     | Train Loss: 2.0356 | Train Acc: 0.2264
 Site-East_Asian                    | Train Loss: 1.7726 | Train Acc: 0.4030
 Site-East_Asian                    | Train Loss: 1.8442 | Train Acc: 0.3858
 Site-Indian_utk                    | Train Loss: 1.8738 | Train Acc: 0.4015
 Site-Indian_utk                    | Train Loss: 1.8913 | Train Acc: 0.3966
 Site-Black_utk                     | Train Loss: 1.9319 | Train Acc: 0.3438
 Site-Black_utk                     | Train Loss: 1.9390 | Train Acc: 0.3906
 Site-Others_utk                    | Train Loss: 1.8687 | Train Acc: 0.5079
 Site-Others_utk                    | Train Loss: 1.8062 | Train Acc: 0.5503
 Site-Southeast_Asian               | Train Loss: 1.9271 | Train Acc: 0.3256
 Site-Southeast_Asian               | Train Loss: 1.7066 | Train Acc: 0.3178
 Site-Middle_Eastern_gan            | Train Loss: 1.5083 | Train Acc: 0.9655
 Site-Middle_Eastern_gan            | Train Loss: 1.7915 | Train Acc: 0.5172
Average Train Accuracy: 0.4246
 Site-White_utk                     | Val  Loss: 2.0420 | Val  Acc: 0.2234
 Site-White_utk                     | Val  Loss: 2.0304 | Val  Acc: 0.2297
 Site-East_Asian                    | Val  Loss: 1.8238 | Val  Acc: 0.3731
 Site-East_Asian                    | Val  Loss: 1.8313 | Val  Acc: 0.3905
 Site-Indian_utk                    | Val  Loss: 1.8722 | Val  Acc: 0.4505
 Site-Indian_utk                    | Val  Loss: 1.8959 | Val  Acc: 0.3956
 Site-Black_utk                     | Val  Loss: 1.9768 | Val  Acc: 0.3333
 Site-Black_utk                     | Val  Loss: 1.9481 | Val  Acc: 0.3516
 Site-Others_utk                    | Val  Loss: 1.8050 | Val  Acc: 0.5476
 Site-Others_utk                    | Val  Loss: 1.7981 | Val  Acc: 0.5476
 Site-Southeast_Asian               | Val  Loss: 1.9614 | Val  Acc: 0.3214
 Site-Southeast_Asian               | Val  Loss: 1.9833 | Val  Acc: 0.3140
 Site-Middle_Eastern_gan            | Val  Loss: 1.7785 | Val  Acc: 0.6316
 Site-Middle_Eastern_gan            | Val  Loss: 1.8021 | Val  Acc: 0.5517
Average Valid Accuracy: 0.4044
============ Train epoch 13 ============
 Site-White_utk                     | Train Loss: 2.0195 | Train Acc: 0.2399
 Site-White_utk                     | Train Loss: 2.0230 | Train Acc: 0.2230
 Site-East_Asian                    | Train Loss: 1.7909 | Train Acc: 0.4080
 Site-East_Asian                    | Train Loss: 1.8347 | Train Acc: 0.3957
 Site-Indian_utk                    | Train Loss: 1.8670 | Train Acc: 0.3796
 Site-Indian_utk                    | Train Loss: 1.8683 | Train Acc: 0.4063
 Site-Black_utk                     | Train Loss: 1.9132 | Train Acc: 0.3906
 Site-Black_utk                     | Train Loss: 1.9263 | Train Acc: 0.3906
 Site-Others_utk                    | Train Loss: 1.8625 | Train Acc: 0.4762
 Site-Others_utk                    | Train Loss: 1.7962 | Train Acc: 0.5397
 Site-Southeast_Asian               | Train Loss: 1.9239 | Train Acc: 0.3256
 Site-Southeast_Asian               | Train Loss: 2.0600 | Train Acc: 0.3101
 Site-Middle_Eastern_gan            | Train Loss: 1.4767 | Train Acc: 0.9655
 Site-Middle_Eastern_gan            | Train Loss: 1.7840 | Train Acc: 0.5287
Average Train Accuracy: 0.4271
 Site-White_utk                     | Val  Loss: 2.0339 | Val  Acc: 0.2284
 Site-White_utk                     | Val  Loss: 2.0191 | Val  Acc: 0.2196
 Site-East_Asian                    | Val  Loss: 1.8191 | Val  Acc: 0.3731
 Site-East_Asian                    | Val  Loss: 1.8178 | Val  Acc: 0.3905
 Site-Indian_utk                    | Val  Loss: 1.8475 | Val  Acc: 0.4396
 Site-Indian_utk                    | Val  Loss: 1.8722 | Val  Acc: 0.4139
 Site-Black_utk                     | Val  Loss: 1.9405 | Val  Acc: 0.3095
 Site-Black_utk                     | Val  Loss: 1.9528 | Val  Acc: 0.3516
 Site-Others_utk                    | Val  Loss: 1.8001 | Val  Acc: 0.5238
 Site-Others_utk                    | Val  Loss: 1.7834 | Val  Acc: 0.5397
 Site-Southeast_Asian               | Val  Loss: 1.9488 | Val  Acc: 0.3214
 Site-Southeast_Asian               | Val  Loss: 1.9698 | Val  Acc: 0.3140
 Site-Middle_Eastern_gan            | Val  Loss: 1.7389 | Val  Acc: 0.6842
 Site-Middle_Eastern_gan            | Val  Loss: 1.7866 | Val  Acc: 0.5517
Average Valid Accuracy: 0.4044
============ Train epoch 14 ============
 Site-White_utk                     | Train Loss: 2.0062 | Train Acc: 0.2432
 Site-White_utk                     | Train Loss: 2.0136 | Train Acc: 0.2376
 Site-East_Asian                    | Train Loss: 1.8081 | Train Acc: 0.4030
 Site-East_Asian                    | Train Loss: 1.8114 | Train Acc: 0.3957
 Site-Indian_utk                    | Train Loss: 1.8981 | Train Acc: 0.3869
 Site-Indian_utk                    | Train Loss: 1.8484 | Train Acc: 0.4063
 Site-Black_utk                     | Train Loss: 1.8944 | Train Acc: 0.3750
 Site-Black_utk                     | Train Loss: 1.9200 | Train Acc: 0.3906
 Site-Others_utk                    | Train Loss: 1.8422 | Train Acc: 0.5238
 Site-Others_utk                    | Train Loss: 1.7691 | Train Acc: 0.5503
 Site-Southeast_Asian               | Train Loss: 1.8887 | Train Acc: 0.3256
 Site-Southeast_Asian               | Train Loss: 1.9337 | Train Acc: 0.3178
 Site-Middle_Eastern_gan            | Train Loss: 1.4293 | Train Acc: 0.9655
 Site-Middle_Eastern_gan            | Train Loss: 1.7788 | Train Acc: 0.5172
Average Train Accuracy: 0.4313
 Site-White_utk                     | Val  Loss: 2.0179 | Val  Acc: 0.2487
 Site-White_utk                     | Val  Loss: 2.0074 | Val  Acc: 0.2416
 Site-East_Asian                    | Val  Loss: 1.8125 | Val  Acc: 0.3731
 Site-East_Asian                    | Val  Loss: 1.8101 | Val  Acc: 0.3955
 Site-Indian_utk                    | Val  Loss: 1.8376 | Val  Acc: 0.4396
 Site-Indian_utk                    | Val  Loss: 1.8503 | Val  Acc: 0.4103
 Site-Black_utk                     | Val  Loss: 1.9395 | Val  Acc: 0.3333
 Site-Black_utk                     | Val  Loss: 1.9338 | Val  Acc: 0.3828
 Site-Others_utk                    | Val  Loss: 1.7898 | Val  Acc: 0.5476
 Site-Others_utk                    | Val  Loss: 1.7735 | Val  Acc: 0.5556
 Site-Southeast_Asian               | Val  Loss: 1.9188 | Val  Acc: 0.3571
 Site-Southeast_Asian               | Val  Loss: 1.9259 | Val  Acc: 0.3256
 Site-Middle_Eastern_gan            | Val  Loss: 1.7243 | Val  Acc: 0.6842
 Site-Middle_Eastern_gan            | Val  Loss: 1.7755 | Val  Acc: 0.5690
Average Valid Accuracy: 0.4189
 Best site-White_utk                 | Epoch:14 | Val Acc: 0.2487
 Best site-White_utk                 | Epoch:14 | Val Acc: 0.2416
 Best site-East_Asian                | Epoch:14 | Val Acc: 0.3731
 Best site-East_Asian                | Epoch:14 | Val Acc: 0.3955
 Best site-Indian_utk                | Epoch:14 | Val Acc: 0.4396
 Best site-Indian_utk                | Epoch:14 | Val Acc: 0.4103
 Best site-Black_utk                 | Epoch:14 | Val Acc: 0.3333
 Best site-Black_utk                 | Epoch:14 | Val Acc: 0.3828
 Best site-Others_utk                | Epoch:14 | Val Acc: 0.5476
 Best site-Others_utk                | Epoch:14 | Val Acc: 0.5556
 Best site-Southeast_Asian           | Epoch:14 | Val Acc: 0.3571
 Best site-Southeast_Asian           | Epoch:14 | Val Acc: 0.3256
 Best site-Middle_Eastern_gan        | Epoch:14 | Val Acc: 0.6842
 Best site-Middle_Eastern_gan        | Epoch:14 | Val Acc: 0.5690
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_even-mix5_1.0_1_random_dis_cluster_-1/fedavg...
============ Train epoch 15 ============
 Site-White_utk                     | Train Loss: 1.9949 | Train Acc: 0.2568
 Site-White_utk                     | Train Loss: 2.0033 | Train Acc: 0.2365
 Site-East_Asian                    | Train Loss: 1.7831 | Train Acc: 0.4030
 Site-East_Asian                    | Train Loss: 1.8048 | Train Acc: 0.3957
 Site-Indian_utk                    | Train Loss: 1.8109 | Train Acc: 0.3796
 Site-Indian_utk                    | Train Loss: 1.8457 | Train Acc: 0.4185
 Site-Black_utk                     | Train Loss: 1.8816 | Train Acc: 0.4062
