===2023-08-05 09:38:02===
===Setting===
    dataset: officehome
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 4
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[21,27,35,45,58,75,97,126,163,210,30,45,68,101,152,61,122,85,
client_nums=[10,5,2,1,]
len_dataset=[1435,664,307,142,]
domain number = 4
============ Train epoch 0 ============
 Site-Art                           | Train Loss: 3.6917 | Train Acc: 0.6190
 Site-RealWorld                     | Train Loss: 1.5962 | Train Acc: 0.7794
 Site-RealWorld                     | Train Loss: 1.6210 | Train Acc: 0.7822
 Site-RealWorld                     | Train Loss: 1.4731 | Train Acc: 0.8355
 Site-Clipart                       | Train Loss: 2.0489 | Train Acc: 0.6066
 Site-Clipart                       | Train Loss: 2.4199 | Train Acc: 0.4672
 Site-Product                       | Train Loss: 1.9364 | Train Acc: 0.6941
Average Train Accuracy: 0.7408
 Site-Art                           | Val  Loss: 1.9248 | Val  Acc: 0.7143
 Site-Art                           | Val  Loss: 2.2719 | Val  Acc: 0.3889
 Site-Art                           | Val  Loss: 1.7587 | Val  Acc: 0.6522
 Site-Art                           | Val  Loss: 1.5364 | Val  Acc: 0.7333
 Site-Art                           | Val  Loss: 2.0901 | Val  Acc: 0.5641
 Site-Art                           | Val  Loss: 1.5844 | Val  Acc: 0.8000
 Site-Art                           | Val  Loss: 2.1103 | Val  Acc: 0.7231
 Site-Art                           | Val  Loss: 1.6361 | Val  Acc: 0.7381
 Site-Art                           | Val  Loss: 1.4858 | Val  Acc: 0.7870
 Site-Art                           | Val  Loss: 1.6327 | Val  Acc: 0.7357
 Site-RealWorld                     | Val  Loss: 1.1460 | Val  Acc: 0.9500
 Site-RealWorld                     | Val  Loss: 1.3618 | Val  Acc: 0.8667
 Site-RealWorld                     | Val  Loss: 1.7892 | Val  Acc: 0.7333
 Site-RealWorld                     | Val  Loss: 1.1044 | Val  Acc: 0.7612
 Site-RealWorld                     | Val  Loss: 1.4772 | Val  Acc: 0.8515
 Site-Clipart                       | Val  Loss: 2.4384 | Val  Acc: 0.4000
 Site-Clipart                       | Val  Loss: 2.3931 | Val  Acc: 0.4815
 Site-Product                       | Val  Loss: 1.7397 | Val  Acc: 0.6964
Average Valid Accuracy: 0.6987
 Best site-Art                       | Epoch:7 | Val Acc: 0.7143
 Best site-Art                       | Epoch:7 | Val Acc: 0.3889
 Best site-Art                       | Epoch:7 | Val Acc: 0.6522
 Best site-Art                       | Epoch:7 | Val Acc: 0.7333
 Best site-Art                       | Epoch:7 | Val Acc: 0.5641
 Best site-Art                       | Epoch:7 | Val Acc: 0.8000
 Best site-Art                       | Epoch:7 | Val Acc: 0.7231
 Best site-Art                       | Epoch:7 | Val Acc: 0.7381
 Best site-Art                       | Epoch:7 | Val Acc: 0.7870
 Best site-Art                       | Epoch:7 | Val Acc: 0.7357
 Best site-RealWorld                 | Epoch:7 | Val Acc: 0.9500
 Best site-RealWorld                 | Epoch:7 | Val Acc: 0.8667
 Best site-RealWorld                 | Epoch:7 | Val Acc: 0.7333
 Best site-RealWorld                 | Epoch:7 | Val Acc: 0.7612
 Best site-RealWorld                 | Epoch:7 | Val Acc: 0.8515
 Best site-Clipart                   | Epoch:7 | Val Acc: 0.4000
 Best site-Clipart                   | Epoch:7 | Val Acc: 0.4815
 Best site-Product                   | Epoch:7 | Val Acc: 0.6964
 Saving the local and server checkpoint to ../checkpoint/fed_officehome_uneven_2.16_1/harmo-fl...
============ Train epoch 8 ============
 Site-Art                           | Train Loss: 1.5865 | Train Acc: 0.7143
 Site-Art                           | Train Loss: 1.6936 | Train Acc: 0.7778
 Site-Art                           | Train Loss: 1.6500 | Train Acc: 0.7143
 Site-Art                           | Train Loss: 1.7114 | Train Acc: 0.7556
 Site-Art                           | Train Loss: 1.5852 | Train Acc: 0.7414
 Site-Art                           | Train Loss: 1.5430 | Train Acc: 0.7600
 Site-Art                           | Train Loss: 1.4310 | Train Acc: 0.7732
 Site-Art                           | Train Loss: 1.4639 | Train Acc: 0.8016
 Site-Art                           | Train Loss: 1.6515 | Train Acc: 0.7178
 Site-Art                           | Train Loss: 1.1915 | Train Acc: 0.8905
 Site-RealWorld                     | Train Loss: 1.4139 | Train Acc: 0.8667
 Site-RealWorld                     | Train Loss: 1.3308 | Train Acc: 0.8222
 Site-RealWorld                     | Train Loss: 1.2378 | Train Acc: 0.8088
 Site-RealWorld                     | Train Loss: 1.5034 | Train Acc: 0.7723
 Site-RealWorld                     | Train Loss: 1.2790 | Train Acc: 0.8487
 Site-Clipart                       | Train Loss: 1.9556 | Train Acc: 0.6393
 Site-Clipart                       | Train Loss: 2.1823 | Train Acc: 0.5246
 Site-Product                       | Train Loss: 1.6732 | Train Acc: 0.7176
Average Train Accuracy: 0.7581
 Site-Art                           | Val  Loss: 2.2022 | Val  Acc: 0.5000
 Site-Art                           | Val  Loss: 2.0632 | Val  Acc: 0.5556
 Site-Art                           | Val  Loss: 1.5641 | Val  Acc: 0.7826
 Site-Art                           | Val  Loss: 1.3529 | Val  Acc: 0.7667
 Site-Art                           | Val  Loss: 1.9161 | Val  Acc: 0.6154
 Site-Art                           | Val  Loss: 1.5546 | Val  Acc: 0.7600
 Site-Art                           | Val  Loss: 2.2308 | Val  Acc: 0.7846
 Site-Art                           | Val  Loss: 1.5373 | Val  Acc: 0.7262
 Site-Art                           | Val  Loss: 1.3396 | Val  Acc: 0.7778
 Site-Art                           | Val  Loss: 1.4955 | Val  Acc: 0.7571
 Site-RealWorld                     | Val  Loss: 1.0280 | Val  Acc: 0.9500
 Site-RealWorld                     | Val  Loss: 1.1700 | Val  Acc: 0.9000
 Site-RealWorld                     | Val  Loss: 1.5476 | Val  Acc: 0.7778
 Site-RealWorld                     | Val  Loss: 0.9256 | Val  Acc: 0.7761
 Site-RealWorld                     | Val  Loss: 1.2875 | Val  Acc: 0.8515
 Site-Clipart                       | Val  Loss: 2.3507 | Val  Acc: 0.4750
 Site-Clipart                       | Val  Loss: 2.2237 | Val  Acc: 0.4938
 Site-Product                       | Val  Loss: 1.5467 | Val  Acc: 0.7857
Average Valid Accuracy: 0.7242
 Best site-Art                       | Epoch:8 | Val Acc: 0.5000
 Best site-Art                       | Epoch:8 | Val Acc: 0.5556
 Best site-Art                       | Epoch:8 | Val Acc: 0.7826
 Best site-Art                       | Epoch:8 | Val Acc: 0.7667
 Best site-Art                       | Epoch:8 | Val Acc: 0.6154
 Best site-Art                       | Epoch:8 | Val Acc: 0.7600
 Best site-Art                       | Epoch:8 | Val Acc: 0.7846
 Best site-Art                       | Epoch:8 | Val Acc: 0.7262
 Best site-Art                       | Epoch:8 | Val Acc: 0.7778
 Best site-Art                       | Epoch:8 | Val Acc: 0.7571
 Best site-RealWorld                 | Epoch:8 | Val Acc: 0.9500
 Best site-RealWorld                 | Epoch:8 | Val Acc: 0.9000
 Best site-RealWorld                 | Epoch:8 | Val Acc: 0.7778
 Best site-RealWorld                 | Epoch:8 | Val Acc: 0.7761
 Best site-RealWorld                 | Epoch:8 | Val Acc: 0.8515
 Best site-Clipart                   | Epoch:8 | Val Acc: 0.4750
 Best site-Clipart                   | Epoch:8 | Val Acc: 0.4938
 Best site-Product                   | Epoch:8 | Val Acc: 0.7857
 Saving the local and server checkpoint to ../checkpoint/fed_officehome_uneven_2.16_1/harmo-fl...
============ Train epoch 9 ============
 Site-Art                           | Train Loss: 1.5539 | Train Acc: 0.8095
 Site-Art                           | Train Loss: 1.4643 | Train Acc: 0.8148
 Site-Art                           | Train Loss: 1.4923 | Train Acc: 0.7143
 Site-Art                           | Train Loss: 1.6404 | Train Acc: 0.7111
 Site-Art                           | Train Loss: 1.4889 | Train Acc: 0.7069
 Site-Art                           | Train Loss: 1.6046 | Train Acc: 0.7467
 Site-Art                           | Train Loss: 1.2919 | Train Acc: 0.7835
 Site-Art                           | Train Loss: 1.3011 | Train Acc: 0.7857
 Site-Art                           | Train Loss: 1.5100 | Train Acc: 0.7485
 Site-Art                           | Train Loss: 1.1148 | Train Acc: 0.8905
 Site-RealWorld                     | Train Loss: 1.3720 | Train Acc: 0.8000
 Site-RealWorld                     | Train Loss: 1.0712 | Train Acc: 0.9111
 Site-RealWorld                     | Train Loss: 1.6357 | Train Acc: 0.8088
 Site-RealWorld                     | Train Loss: 1.4186 | Train Acc: 0.8020
 Site-RealWorld                     | Train Loss: 1.1670 | Train Acc: 0.8684
 Site-Clipart                       | Train Loss: 1.7821 | Train Acc: 0.6557
 Site-Clipart                       | Train Loss: 2.1614 | Train Acc: 0.5574
 Site-Product                       | Train Loss: 1.4991 | Train Acc: 0.7529
Average Train Accuracy: 0.7704
 Site-Art                           | Val  Loss: 1.6804 | Val  Acc: 0.6429
 Site-Art                           | Val  Loss: 1.8866 | Val  Acc: 0.6111
 Site-Art                           | Val  Loss: 1.4255 | Val  Acc: 0.7826
 Site-Art                           | Val  Loss: 1.2695 | Val  Acc: 0.8333
 Site-Art                           | Val  Loss: 1.8035 | Val  Acc: 0.6923
 Site-Art                           | Val  Loss: 1.3195 | Val  Acc: 0.8400
 Site-Art                           | Val  Loss: 2.2489 | Val  Acc: 0.8000
 Site-Art                           | Val  Loss: 1.4043 | Val  Acc: 0.7500
 Site-Art                           | Val  Loss: 1.2070 | Val  Acc: 0.7963
 Site-Art                           | Val  Loss: 1.3881 | Val  Acc: 0.7429
 Site-RealWorld                     | Val  Loss: 0.8380 | Val  Acc: 0.9500
 Site-RealWorld                     | Val  Loss: 1.0415 | Val  Acc: 0.9000
 Site-RealWorld                     | Val  Loss: 1.4247 | Val  Acc: 0.7111
 Site-RealWorld                     | Val  Loss: 0.8507 | Val  Acc: 0.8060
 Site-RealWorld                     | Val  Loss: 1.1871 | Val  Acc: 0.8713
 Site-Clipart                       | Val  Loss: 2.2386 | Val  Acc: 0.4750
 Site-Clipart                       | Val  Loss: 2.0801 | Val  Acc: 0.5309
 Site-Product                       | Val  Loss: 1.3301 | Val  Acc: 0.8036
Average Valid Accuracy: 0.7522
 Best site-Art                       | Epoch:9 | Val Acc: 0.6429
 Best site-Art                       | Epoch:9 | Val Acc: 0.6111
 Best site-Art                       | Epoch:9 | Val Acc: 0.7826
 Best site-Art                       | Epoch:9 | Val Acc: 0.8333
 Best site-Art                       | Epoch:9 | Val Acc: 0.6923
 Best site-Art                       | Epoch:9 | Val Acc: 0.8400
 Best site-Art                       | Epoch:9 | Val Acc: 0.8000
 Best site-Art                       | Epoch:9 | Val Acc: 0.7500
 Best site-Art                       | Epoch:9 | Val Acc: 0.7963
 Best site-Art                       | Epoch:9 | Val Acc: 0.7429
 Best site-RealWorld                 | Epoch:9 | Val Acc: 0.9500
 Best site-RealWorld                 | Epoch:9 | Val Acc: 0.9000
 Best site-RealWorld                 | Epoch:9 | Val Acc: 0.7111
 Best site-RealWorld                 | Epoch:9 | Val Acc: 0.8060
 Best site-RealWorld                 | Epoch:9 | Val Acc: 0.8713
 Best site-Clipart                   | Epoch:9 | Val Acc: 0.4750
 Best site-Clipart                   | Epoch:9 | Val Acc: 0.5309
 Best site-Product                   | Epoch:9 | Val Acc: 0.8036
 Saving the local and server checkpoint to ../checkpoint/fed_officehome_uneven_2.16_1/harmo-fl...
============ Train epoch 10 ============
 Site-Art                           | Train Loss: 1.4620 | Train Acc: 0.8095
 Site-Art                           | Train Loss: 1.4222 | Train Acc: 0.7778
 Site-Art                           | Train Loss: 1.5466 | Train Acc: 0.7143
 Site-Art                           | Train Loss: 1.5492 | Train Acc: 0.8222
 Site-Art                           | Train Loss: 1.4004 | Train Acc: 0.7414
 Site-Art                           | Train Loss: 1.5423 | Train Acc: 0.7733
 Site-Art                           | Train Loss: 1.1003 | Train Acc: 0.7938
 Site-Art                           | Train Loss: 1.1906 | Train Acc: 0.8016
 Site-Art                           | Train Loss: 1.3857 | Train Acc: 0.7730
 Site-Art                           | Train Loss: 0.9016 | Train Acc: 0.8762
 Site-RealWorld                     | Train Loss: 1.1796 | Train Acc: 0.9000
 Site-RealWorld                     | Train Loss: 0.9911 | Train Acc: 0.8667
 Site-RealWorld                     | Train Loss: 1.1897 | Train Acc: 0.7941
 Site-RealWorld                     | Train Loss: 1.2564 | Train Acc: 0.7723
 Site-RealWorld                     | Train Loss: 1.0486 | Train Acc: 0.8618
 Site-Clipart                       | Train Loss: 1.6722 | Train Acc: 0.6230
 Site-Clipart                       | Train Loss: 2.0198 | Train Acc: 0.5820
 Site-Product                       | Train Loss: 1.5320 | Train Acc: 0.7059
Average Train Accuracy: 0.7772
 Site-Art                           | Val  Loss: 1.6845 | Val  Acc: 0.7857
 Site-Art                           | Val  Loss: 1.8332 | Val  Acc: 0.5000
 Site-Art                           | Val  Loss: 1.3405 | Val  Acc: 0.7391
 Site-Art                           | Val  Loss: 1.1917 | Val  Acc: 0.8333
 Site-Art                           | Val  Loss: 1.6312 | Val  Acc: 0.7179
 Site-Art                           | Val  Loss: 1.3057 | Val  Acc: 0.8200
 Site-Art                           | Val  Loss: 2.1275 | Val  Acc: 0.8000
 Site-Art                           | Val  Loss: 1.2678 | Val  Acc: 0.7500
 Site-Art                           | Val  Loss: 1.1377 | Val  Acc: 0.7870
 Site-Art                           | Val  Loss: 1.2820 | Val  Acc: 0.7571
 Site-RealWorld                     | Val  Loss: 0.8034 | Val  Acc: 0.9500
 Site-RealWorld                     | Val  Loss: 0.9827 | Val  Acc: 0.8667
 Site-RealWorld                     | Val  Loss: 1.3686 | Val  Acc: 0.8222
 Site-RealWorld                     | Val  Loss: 0.8828 | Val  Acc: 0.8060
 Site-RealWorld                     | Val  Loss: 1.0540 | Val  Acc: 0.8614
 Site-Clipart                       | Val  Loss: 2.0812 | Val  Acc: 0.5000
 Site-Clipart                       | Val  Loss: 2.0731 | Val  Acc: 0.5802
 Site-Product                       | Val  Loss: 1.3093 | Val  Acc: 0.7679
Average Valid Accuracy: 0.7580
 Best site-Art                       | Epoch:10 | Val Acc: 0.7857
 Best site-Art                       | Epoch:10 | Val Acc: 0.5000
 Best site-Art                       | Epoch:10 | Val Acc: 0.7391
 Best site-Art                       | Epoch:10 | Val Acc: 0.8333
 Best site-Art                       | Epoch:10 | Val Acc: 0.7179
 Best site-Art                       | Epoch:10 | Val Acc: 0.8200
 Best site-Art                       | Epoch:10 | Val Acc: 0.8000
 Best site-Art                       | Epoch:10 | Val Acc: 0.7500
 Best site-Art                       | Epoch:10 | Val Acc: 0.7870
 Best site-Art                       | Epoch:10 | Val Acc: 0.7571
 Best site-RealWorld                 | Epoch:10 | Val Acc: 0.9500
 Best site-RealWorld                 | Epoch:10 | Val Acc: 0.8667
 Best site-RealWorld                 | Epoch:10 | Val Acc: 0.8222
 Best site-RealWorld                 | Epoch:10 | Val Acc: 0.8060
 Best site-RealWorld                 | Epoch:10 | Val Acc: 0.8614
 Best site-Clipart                   | Epoch:10 | Val Acc: 0.5000
 Best site-Clipart                   | Epoch:10 | Val Acc: 0.5802
 Best site-Product                   | Epoch:10 | Val Acc: 0.7679
 Saving the local and server checkpoint to ../checkpoint/fed_officehome_uneven_2.16_1/harmo-fl...
============ Train epoch 11 ============
 Site-Art                           | Train Loss: 1.4409 | Train Acc: 0.7619
 Site-Art                           | Train Loss: 1.3713 | Train Acc: 0.7778
 Site-Art                           | Train Loss: 1.4132 | Train Acc: 0.7429
 Site-Art                           | Train Loss: 1.4396 | Train Acc: 0.7778
 Site-Art                           | Train Loss: 1.2778 | Train Acc: 0.7586
 Site-Art                           | Train Loss: 1.2819 | Train Acc: 0.8000
 Site-Art                           | Train Loss: 1.0107 | Train Acc: 0.8041
 Site-Art                           | Train Loss: 1.0603 | Train Acc: 0.8333
 Site-Art                           | Train Loss: 1.2874 | Train Acc: 0.7791
 Site-Art                           | Train Loss: 0.8350 | Train Acc: 0.9143
 Site-RealWorld                     | Train Loss: 1.0416 | Train Acc: 0.9000
 Site-RealWorld                     | Train Loss: 0.8796 | Train Acc: 0.8667
 Site-RealWorld                     | Train Loss: 1.0756 | Train Acc: 0.8382
 Site-RealWorld                     | Train Loss: 1.1869 | Train Acc: 0.8317
 Site-RealWorld                     | Train Loss: 0.9586 | Train Acc: 0.8882
